employee_id,department,location,level,manager_id,tenure_years,role_family,annual_salary_usd,attrition_flag,attrition_risk_score,risk_band,sentiment_score,sentiment_band,survey_response_count,sentiment_source,engagement_index,engagement_band,manager_sentiment_avg,team_size,data_provenance,confidence_note
EMP_00251,Operations,India,Mid,MGR_029,0.5,Commercial,95017,0,0.107,Low,0.39,Positive,5,synthetic_demo,80,High,0.157,8,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00252,Marketing,India,Mid,MGR_097,5.4,Operations,78486,0,0.065,Low,0.637,Positive,8,synthetic_demo,91,High,0.056,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00253,Marketing,Singapore,Mid,MGR_081,2.6,Tech,99642,0,0.287,Low,-0.163,Neutral,2,synthetic_demo,54,Medium,-0.105,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00254,Engineering,Singapore,Mid,MGR_057,3.2,Commercial,80561,0,0.128,Low,0.091,Neutral,7,synthetic_demo,68,Medium,0.111,8,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00255,Engineering,Poland,Mid,MGR_012,0.2,Tech,86763,0,0.165,Low,0.12,Neutral,3,synthetic_demo,66,Medium,0.101,9,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00256,Operations,UK,Senior,MGR_026,0.9,Tech,117068,1,0.264,Low,-0.247,Negative,8,synthetic_demo,51,Medium,-0.081,8,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00257,Sales,Poland,Senior,MGR_068,0.9,Commercial,134872,0,0.249,Low,-0.16,Neutral,5,synthetic_demo,57,Medium,-0.137,9,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00258,Finance,UK,Senior,MGR_062,2.5,Commercial,166266,0,0.208,Low,-0.297,Negative,5,synthetic_demo,54,Medium,-0.034,7,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00259,Operations,Singapore,Senior,MGR_060,1.1,Tech,167566,0,0.326,Low,-0.041,Neutral,12,synthetic_demo,52,Medium,0.1,8,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00260,Engineering,India,Senior,MGR_087,2.0,Tech,168676,0,0.18,Low,-0.026,Neutral,5,synthetic_demo,68,Medium,0.014,14,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00261,Marketing,Singapore,Leader,MGR_047,0.6,Operations,216772,0,0.167,Low,-0.123,Neutral,6,synthetic_demo,83,High,-0.041,12,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00262,Engineering,Germany,Junior,MGR_016,0.6,Operations,69771,0,0.266,Low,-0.293,Negative,6,synthetic_demo,56,Medium,-0.07,3,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00263,HR,UK,Mid,MGR_034,5.6,Operations,109796,0,0.18,Low,0.182,Neutral,5,synthetic_demo,54,Medium,0.182,9,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00264,Finance,Germany,Senior,MGR_014,4.2,Commercial,120643,0,0.175,Low,0.131,Neutral,3,synthetic_demo,42,Medium,-0.04,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00265,Marketing,India,Mid,MGR_072,0.7,Operations,81907,1,0.191,Low,-0.024,Neutral,8,synthetic_demo,68,Medium,0.017,16,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00266,Operations,Poland,Junior,MGR_082,0.7,Tech,55212,0,0.16,Low,0.134,Neutral,4,synthetic_demo,87,High,0.126,15,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00267,HR,Singapore,Mid,MGR_015,1.7,Commercial,111959,0,0.288,Low,-0.544,Negative,3,synthetic_demo,43,Medium,-0.128,12,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00268,Sales,US,Leader,MGR_064,4.9,Commercial,199209,1,0.25,Low,-0.191,Neutral,6,synthetic_demo,49,Medium,-0.098,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00269,Engineering,US,Junior,MGR_018,5.3,Operations,60742,0,0.295,Low,-0.252,Negative,5,synthetic_demo,61,Medium,-0.104,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00270,HR,Germany,Mid,MGR_090,5.7,Operations,117358,0,0.133,Low,0.345,Positive,3,synthetic_demo,71,High,-0.06,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00271,Finance,Germany,Mid,MGR_020,3.7,Operations,101134,0,0.186,Low,-0.211,Negative,6,synthetic_demo,52,Medium,-0.02,14,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00272,HR,Singapore,Junior,MGR_079,1.8,Commercial,60045,0,0.115,Low,0.104,Neutral,8,synthetic_demo,60,Medium,-0.075,13,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00273,HR,UK,Junior,MGR_028,3.3,Commercial,57335,0,0.096,Low,0.326,Positive,6,synthetic_demo,65,Medium,0.203,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00274,HR,Germany,Leader,MGR_013,0.4,Commercial,233492,0,0.408,Medium,-0.66,Negative,5,synthetic_demo,25,Low,0.007,12,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00275,Marketing,UK,Mid,MGR_046,7.0,Operations,87197,0,0.121,Low,0.298,Positive,7,synthetic_demo,79,High,0.174,7,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00276,Engineering,Germany,Junior,MGR_059,2.6,Tech,58919,0,0.17,Low,0.177,Neutral,3,synthetic_demo,79,High,0.013,6,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00277,Engineering,Singapore,Junior,MGR_077,2.5,Operations,53890,0,0.182,Low,-0.023,Neutral,2,synthetic_demo,63,Medium,-0.046,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00278,Engineering,US,Senior,MGR_017,2.9,Tech,127700,1,0.159,Low,0.661,Positive,7,synthetic_demo,57,Medium,-0.12,16,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00279,Finance,India,Junior,MGR_027,1.9,Operations,59463,0,0.242,Low,-0.158,Neutral,7,synthetic_demo,61,Medium,-0.087,5,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00280,Finance,India,Senior,MGR_043,0.1,Tech,143291,0,0.206,Low,0.157,Neutral,6,synthetic_demo,52,Medium,0.021,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00281,Sales,Poland,Junior,MGR_017,8.4,Tech,64853,0,0.156,Low,-0.076,Neutral,7,synthetic_demo,51,Medium,-0.12,16,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00282,Finance,UK,Senior,MGR_085,3.2,Tech,114907,1,0.328,Low,-0.625,Negative,3,synthetic_demo,32,Low,-0.058,9,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00283,Engineering,India,Junior,MGR_076,6.3,Tech,61711,1,0.25,Low,0.005,Neutral,12,synthetic_demo,44,Medium,-0.0,15,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00284,Operations,US,Junior,MGR_017,5.4,Tech,61208,1,0.205,Low,0.194,Neutral,8,synthetic_demo,62,Medium,-0.12,16,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00285,Marketing,Germany,Mid,MGR_009,1.0,Operations,70318,0,0.211,Low,0.528,Positive,8,synthetic_demo,66,Medium,0.142,9,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00286,HR,Germany,Senior,MGR_076,0.4,Operations,175697,0,0.086,Low,0.375,Positive,5,synthetic_demo,73,High,-0.0,15,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00287,Engineering,Germany,Mid,MGR_006,4.2,Operations,114898,0,0.271,Low,-0.068,Neutral,1,synthetic_demo,50,Medium,0.026,13,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00288,Marketing,Singapore,Mid,MGR_083,0.8,Commercial,71185,0,0.09,Low,0.579,Positive,4,synthetic_demo,70,High,0.239,7,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00289,Engineering,US,Leader,MGR_055,1.5,Commercial,162865,0,0.231,Low,-0.064,Neutral,4,synthetic_demo,58,Medium,-0.243,9,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00290,Marketing,US,Mid,MGR_010,3.7,Commercial,83574,0,0.207,Low,0.155,Neutral,5,synthetic_demo,61,Medium,0.189,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00291,Engineering,UK,Mid,MGR_017,5.1,Tech,116519,0,0.06,Low,-0.039,Neutral,5,synthetic_demo,50,Medium,-0.12,16,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00292,Operations,Poland,Mid,MGR_092,1.5,Operations,96497,0,0.177,Low,-0.131,Neutral,5,synthetic_demo,59,Medium,-0.071,12,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00293,Operations,Germany,Leader,MGR_038,3.4,Operations,165668,0,0.14,Low,-0.034,Neutral,7,synthetic_demo,54,Medium,0.037,12,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00294,HR,Poland,Mid,MGR_090,5.2,Tech,103654,0,0.283,Low,-0.175,Neutral,5,synthetic_demo,51,Medium,-0.06,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00295,Engineering,Singapore,Mid,MGR_093,0.5,Operations,119421,0,0.108,Low,0.313,Positive,7,synthetic_demo,86,High,0.006,8,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00296,Sales,Germany,Mid,MGR_053,3.5,Tech,111163,0,0.151,Low,0.153,Neutral,2,synthetic_demo,78,High,0.116,6,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00297,Operations,Germany,Mid,MGR_013,14.5,Operations,84703,0,0.127,Low,0.232,Positive,5,synthetic_demo,58,Medium,0.007,12,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00298,Operations,Germany,Mid,MGR_048,2.7,Commercial,100157,0,0.215,Low,0.313,Positive,6,synthetic_demo,75,High,0.02,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00299,Sales,Singapore,Leader,MGR_012,0.7,Tech,165994,1,0.208,Low,0.099,Neutral,6,synthetic_demo,52,Medium,0.101,9,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00300,Engineering,US,Mid,MGR_095,0.9,Operations,71392,0,0.34,Low,-0.008,Neutral,5,synthetic_demo,49,Medium,-0.018,12,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00301,Operations,India,Mid,MGR_072,2.6,Operations,98195,0,0.209,Low,-0.271,Negative,5,synthetic_demo,53,Medium,0.017,16,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00302,Finance,UK,Mid,MGR_046,3.6,Commercial,115013,0,0.162,Low,0.363,Positive,3,synthetic_demo,75,High,0.174,7,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00303,Marketing,Germany,Senior,MGR_007,0.7,Operations,156328,0,0.061,Low,0.424,Positive,4,synthetic_demo,87,High,0.066,16,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00304,Operations,Poland,Mid,MGR_074,5.3,Tech,115919,0,0.236,Low,-0.132,Neutral,4,synthetic_demo,49,Medium,-0.052,14,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00305,Finance,India,Junior,MGR_029,1.3,Commercial,52634,0,0.205,Low,0.009,Neutral,8,synthetic_demo,57,Medium,0.157,8,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00306,Engineering,UK,Senior,MGR_015,0.3,Commercial,122382,1,0.258,Low,-0.074,Neutral,10,synthetic_demo,57,Medium,-0.128,12,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00307,Operations,Poland,Junior,MGR_072,3.0,Commercial,48849,0,0.05,Low,0.606,Positive,7,synthetic_demo,82,High,0.017,16,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00308,Finance,Poland,Mid,MGR_004,5.7,Operations,79812,1,0.254,Low,-0.608,Negative,3,synthetic_demo,44,Medium,-0.036,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00309,Finance,Singapore,Senior,MGR_004,2.6,Commercial,148104,0,0.225,Low,0.23,Positive,5,synthetic_demo,53,Medium,-0.036,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00310,Sales,UK,Senior,MGR_044,2.6,Commercial,161115,0,0.092,Low,0.084,Neutral,6,synthetic_demo,76,High,-0.041,20,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00311,Operations,US,Junior,MGR_073,0.2,Tech,67995,0,0.297,Low,-0.359,Negative,7,synthetic_demo,63,Medium,-0.105,6,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00312,Marketing,Germany,Junior,MGR_082,0.2,Operations,55179,0,0.249,Low,0.027,Neutral,7,synthetic_demo,48,Medium,0.126,15,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00313,Engineering,US,Senior,MGR_049,3.2,Tech,140942,0,0.218,Low,-0.184,Neutral,9,synthetic_demo,57,Medium,0.151,13,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00314,HR,Germany,Mid,MGR_040,4.0,Commercial,80441,0,0.223,Low,-0.338,Negative,7,synthetic_demo,52,Medium,0.228,7,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00315,Marketing,UK,Senior,MGR_077,1.5,Operations,130742,0,0.336,Low,-0.026,Neutral,7,synthetic_demo,58,Medium,-0.046,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00316,Engineering,US,Junior,MGR_007,4.6,Operations,53312,0,0.161,Low,-0.142,Neutral,6,synthetic_demo,62,Medium,0.066,16,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00317,Marketing,US,Junior,MGR_055,9.0,Operations,45661,0,0.247,Low,-0.206,Negative,4,synthetic_demo,63,Medium,-0.243,9,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00318,HR,Poland,Mid,MGR_028,0.7,Commercial,92128,0,0.263,Low,0.073,Neutral,11,synthetic_demo,65,Medium,0.203,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00319,Finance,US,Mid,MGR_037,2.5,Tech,79241,0,0.188,Low,0.051,Neutral,5,synthetic_demo,55,Medium,0.003,8,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00320,Marketing,Singapore,Mid,MGR_086,1.5,Operations,72557,0,0.114,Low,-0.145,Neutral,5,synthetic_demo,59,Medium,0.022,9,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00321,Operations,US,Junior,MGR_008,2.6,Operations,61980,0,0.183,Low,0.055,Neutral,3,synthetic_demo,71,High,0.267,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00322,Engineering,India,Mid,MGR_099,0.1,Tech,117298,1,0.374,Medium,-0.468,Negative,2,synthetic_demo,43,Medium,-0.102,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00323,Sales,UK,Junior,MGR_001,2.2,Tech,52375,0,0.128,Low,0.112,Neutral,3,synthetic_demo,64,Medium,-0.046,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00324,HR,Singapore,Mid,MGR_049,1.6,Tech,71200,0,0.085,Low,0.62,Positive,6,synthetic_demo,65,Medium,0.151,13,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00325,Finance,Singapore,Junior,MGR_086,0.6,Operations,68925,0,0.153,Low,0.179,Neutral,5,synthetic_demo,83,High,0.022,9,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00326,Operations,US,Mid,MGR_006,1.5,Operations,90483,0,0.278,Low,0.018,Neutral,8,synthetic_demo,54,Medium,0.026,13,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00327,HR,US,Mid,MGR_041,2.4,Tech,90136,0,0.167,Low,0.055,Neutral,4,synthetic_demo,61,Medium,0.137,15,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00328,Finance,Germany,Mid,MGR_082,2.0,Operations,90919,1,0.183,Low,-0.411,Negative,6,synthetic_demo,61,Medium,0.126,15,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00329,HR,UK,Junior,MGR_042,1.3,Tech,68406,0,0.413,Medium,-0.567,Negative,7,synthetic_demo,50,Medium,-0.029,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00330,Sales,Poland,Mid,MGR_047,1.0,Operations,70323,0,0.36,Medium,-0.516,Negative,4,synthetic_demo,28,Low,-0.041,12,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00331,Engineering,Germany,Senior,MGR_056,0.3,Tech,153797,0,0.369,Medium,-0.766,Negative,3,synthetic_demo,52,Medium,-0.079,13,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00332,Finance,Germany,Mid,MGR_040,2.7,Commercial,110508,0,0.077,Low,0.376,Positive,5,synthetic_demo,84,High,0.228,7,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00333,Marketing,UK,Junior,MGR_010,2.4,Tech,62639,0,0.05,Low,0.672,Positive,2,synthetic_demo,64,Medium,0.189,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00334,Finance,Singapore,Junior,MGR_025,1.5,Operations,69355,0,0.218,Low,0.033,Neutral,4,synthetic_demo,71,High,-0.092,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00335,Operations,UK,Senior,MGR_019,3.3,Operations,157534,0,0.222,Low,-0.341,Negative,4,synthetic_demo,61,Medium,0.063,13,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00336,Sales,US,Junior,MGR_023,2.1,Tech,65246,0,0.181,Low,-0.128,Neutral,9,synthetic_demo,64,Medium,-0.192,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00337,Finance,India,Senior,MGR_010,10.1,Operations,137548,0,0.093,Low,0.134,Neutral,8,synthetic_demo,55,Medium,0.189,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00338,Sales,Singapore,Mid,MGR_098,4.6,Operations,115462,0,0.169,Low,-0.221,Negative,6,synthetic_demo,67,Medium,0.001,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00339,Finance,Germany,Mid,MGR_083,0.3,Operations,82426,0,0.179,Low,0.347,Positive,10,synthetic_demo,62,Medium,0.239,7,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00340,Marketing,Poland,Mid,MGR_041,1.1,Operations,110119,0,0.084,Low,0.774,Positive,10,synthetic_demo,78,High,0.137,15,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00341,Sales,Germany,Junior,MGR_081,0.6,Commercial,46609,0,0.16,Low,-0.071,Neutral,7,synthetic_demo,76,High,-0.105,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00342,Operations,UK,Mid,MGR_065,5.3,Commercial,105469,0,0.05,Low,0.803,Positive,6,synthetic_demo,92,High,0.149,15,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00343,Engineering,UK,Mid,MGR_008,3.4,Tech,101568,0,0.299,Low,-0.321,Negative,5,synthetic_demo,43,Medium,0.267,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00344,Operations,UK,Junior,MGR_079,1.3,Tech,55322,0,0.316,Low,0.014,Neutral,6,synthetic_demo,33,Low,-0.075,13,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00345,Finance,Poland,Mid,MGR_071,2.7,Operations,90757,0,0.158,Low,0.49,Positive,7,synthetic_demo,68,Medium,0.052,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00346,Marketing,US,Mid,MGR_084,1.7,Operations,116034,0,0.333,Low,-0.585,Negative,3,synthetic_demo,40,Medium,0.061,7,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00347,Sales,UK,Mid,MGR_020,5.6,Operations,107114,1,0.147,Low,0.052,Neutral,6,synthetic_demo,58,Medium,-0.02,14,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00348,Engineering,Germany,Junior,MGR_092,15.0,Commercial,51981,0,0.138,Low,0.115,Neutral,7,synthetic_demo,61,Medium,-0.071,12,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00349,Engineering,Poland,Mid,MGR_032,1.9,Tech,119442,0,0.223,Low,0.113,Neutral,7,synthetic_demo,62,Medium,0.035,8,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00350,Marketing,Germany,Leader,MGR_067,5.3,Operations,160059,0,0.202,Low,-0.194,Neutral,3,synthetic_demo,44,Medium,0.026,8,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00351,Finance,India,Mid,MGR_050,1.6,Commercial,88843,1,0.311,Low,-0.726,Negative,3,synthetic_demo,40,Medium,-0.439,7,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00352,HR,UK,Mid,MGR_081,4.6,Tech,76124,0,0.302,Low,-0.41,Negative,5,synthetic_demo,40,Medium,-0.105,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00353,Marketing,UK,Junior,MGR_072,0.9,Tech,70789,0,0.16,Low,0.09,Neutral,7,synthetic_demo,59,Medium,0.017,16,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00354,Marketing,Germany,Junior,MGR_085,1.5,Operations,61336,0,0.235,Low,-0.356,Negative,6,synthetic_demo,55,Medium,-0.058,9,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00355,Finance,India,Mid,MGR_085,0.3,Operations,88868,1,0.293,Low,-0.176,Neutral,5,synthetic_demo,54,Medium,-0.058,9,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00356,Sales,UK,Mid,MGR_090,4.3,Operations,75434,0,0.207,Low,-0.047,Neutral,8,synthetic_demo,58,Medium,-0.06,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00357,Marketing,Germany,Junior,MGR_011,0.2,Operations,55043,0,0.155,Low,0.363,Positive,5,synthetic_demo,54,Medium,-0.022,13,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00358,Operations,Poland,Mid,MGR_017,3.1,Commercial,100047,0,0.341,Low,-0.248,Negative,5,synthetic_demo,43,Medium,-0.12,16,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00359,Marketing,Singapore,Senior,MGR_088,1.3,Operations,157870,0,0.219,Low,-0.128,Neutral,4,synthetic_demo,55,Medium,0.119,15,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00360,Finance,US,Mid,MGR_066,0.0,Commercial,94193,0,0.221,Low,-0.092,Neutral,9,synthetic_demo,53,Medium,-0.059,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00361,Operations,US,Mid,MGR_028,7.4,Tech,86391,0,0.05,Low,0.464,Positive,6,synthetic_demo,65,Medium,0.203,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00362,Operations,Germany,Junior,MGR_020,7.5,Tech,57713,0,0.183,Low,-0.069,Neutral,10,synthetic_demo,61,Medium,-0.02,14,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00363,Engineering,UK,Senior,MGR_065,8.5,Tech,153624,0,0.076,Low,0.275,Positive,5,synthetic_demo,73,High,0.149,15,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00364,Finance,Singapore,Senior,MGR_085,0.6,Tech,162455,0,0.173,Low,0.452,Positive,10,synthetic_demo,57,Medium,-0.058,9,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00365,Operations,Poland,Junior,MGR_020,0.9,Commercial,58401,0,0.284,Low,-0.092,Neutral,1,synthetic_demo,54,Medium,-0.02,14,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00366,Sales,India,Senior,MGR_022,2.4,Operations,120720,0,0.353,Medium,-0.416,Negative,8,synthetic_demo,56,Medium,-0.148,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00367,Marketing,Germany,Junior,MGR_087,5.1,Commercial,62919,0,0.297,Low,-0.209,Negative,7,synthetic_demo,30,Low,0.014,14,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00368,Marketing,India,Leader,MGR_037,3.0,Operations,179648,0,0.152,Low,-0.292,Negative,8,synthetic_demo,59,Medium,0.003,8,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00369,Marketing,Germany,Junior,MGR_040,0.4,Tech,54083,0,0.083,Low,0.87,Positive,9,synthetic_demo,94,High,0.228,7,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00370,HR,India,Mid,MGR_057,2.0,Operations,96432,0,0.05,Low,0.528,Positive,4,synthetic_demo,75,High,0.111,8,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00371,HR,UK,Senior,MGR_068,1.7,Operations,129372,1,0.367,Medium,-0.691,Negative,6,synthetic_demo,50,Medium,-0.137,9,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00372,HR,India,Senior,MGR_018,2.4,Operations,161846,1,0.239,Low,-0.081,Neutral,6,synthetic_demo,49,Medium,-0.104,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00373,Operations,US,Mid,MGR_071,5.5,Commercial,81990,0,0.266,Low,0.008,Neutral,4,synthetic_demo,46,Medium,0.052,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00374,Engineering,Singapore,Senior,MGR_037,1.6,Tech,112794,0,0.116,Low,-0.074,Neutral,4,synthetic_demo,79,High,0.003,8,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00375,Engineering,India,Junior,MGR_019,4.4,Operations,73988,0,0.102,Low,0.559,Positive,8,synthetic_demo,82,High,0.063,13,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00376,HR,US,Leader,MGR_058,2.4,Tech,184974,0,0.169,Low,-0.011,Neutral,3,synthetic_demo,69,Medium,0.164,7,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00377,Operations,US,Mid,MGR_065,1.4,Commercial,100160,0,0.162,Low,0.082,Neutral,10,synthetic_demo,56,Medium,0.149,15,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00378,Operations,India,Mid,MGR_048,4.3,Tech,103819,0,0.221,Low,-0.222,Negative,4,synthetic_demo,45,Medium,0.02,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00379,Sales,US,Mid,MGR_092,1.9,Tech,77397,0,0.306,Low,-0.102,Neutral,4,synthetic_demo,53,Medium,-0.071,12,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00380,Marketing,UK,Senior,MGR_005,0.3,Tech,147685,0,0.287,Low,-0.079,Neutral,9,synthetic_demo,55,Medium,-0.063,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00381,Operations,Germany,Mid,MGR_098,4.3,Tech,116470,0,0.218,Low,0.208,Positive,4,synthetic_demo,59,Medium,0.001,10,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00382,Marketing,Germany,Mid,MGR_011,6.1,Tech,79032,0,0.153,Low,-0.173,Neutral,5,synthetic_demo,67,Medium,-0.022,13,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00383,Engineering,UK,Junior,MGR_071,1.9,Tech,50040,0,0.411,Medium,-0.405,Negative,5,synthetic_demo,33,Low,0.052,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00384,Marketing,Poland,Mid,MGR_100,2.1,Tech,70367,0,0.3,Low,-0.238,Negative,6,synthetic_demo,64,Medium,0.018,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00385,Operations,India,Mid,MGR_031,4.8,Tech,113218,0,0.232,Low,-0.532,Negative,6,synthetic_demo,20,Low,0.065,11,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00386,HR,Singapore,Senior,MGR_009,0.7,Commercial,167852,0,0.148,Low,0.462,Positive,7,synthetic_demo,65,Medium,0.142,9,synthetic_demo_v2,Simulated for demonstration purposes only
EMP_00387,Engineering,Germany,Mid,MGR_081,4.5,Tech,93581,0,0.252,Low,-0.209,Negative,10,synthetic_demo,49,Medium,-0.105,11,synthetic_demo_v2,Simulated for demonstration purposes only
